Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-01 00:00:00+03:00,5.9432161597317945,6.008525850976184,5.87790584564209,5.87790584564209,1075345.0,0.0,0.0
2018-05-02 00:00:00+03:00,5.642789365521907,5.936684508728772,5.564417368856427,5.6689133644104,703835.0,0.0,0.0
2018-05-03 00:00:00+03:00,5.629727530367569,5.695037844530162,5.5513555270796475,5.564417839050293,254731.0,0.0,0.0
2018-05-06 00:00:00+03:00,5.60360239992609,5.60360239992609,5.55135440826416,5.55135440826416,176715.0,0.0,0.0
2018-05-07 00:00:00+03:00,5.577478492596712,5.584009647369385,5.5513544963512205,5.584009647369385,92818.0,0.0,0.0
2018-05-08 00:00:00+03:00,5.551354694397966,5.5578858494036405,5.355424404144287,5.355424404144287,211837.0,0.0,0.0
2018-05-09 00:00:00+03:00,5.43379618908091,5.512168177633593,5.43379618908091,5.5056376457214355,67747.0,0.0,0.0
2018-05-10 00:00:00+03:00,5.5056393857100705,5.531763390150463,5.5056393857100705,5.518701076507568,54069.0,0.0,0.0
2018-05-13 00:00:00+03:00,5.4860450508313745,5.681975364685059,5.440328205975457,5.681975364685059,183021.0,0.0,0.0
2018-05-14 00:00:00+03:00,5.629727051325657,5.629727051325657,5.56441736556568,5.616665363311768,67808.0,0.0,0.0
2018-05-15 00:00:00+03:00,5.564418551412303,5.564418551412303,5.518701076507568,5.518701076507568,114938.0,0.0,0.0
2018-05-16 00:00:00+03:00,5.433796101548518,5.486044093075316,5.420734415089413,5.472982406616211,94646.0,0.0,0.0
2018-05-17 00:00:00+03:00,5.361955114986882,5.512167930603027,5.296644816030628,5.512167930603027,63303.0,0.0,0.0
2018-05-20 00:00:00+03:00,5.512167930603027,5.512167930603027,5.512167930603027,5.512167930603027,32540.0,0.0,0.0
2018-05-21 00:00:00+03:00,5.512168563985588,5.512168563985588,5.420734882354736,5.420734882354736,44638.0,0.0,0.0
2018-05-22 00:00:00+03:00,5.427267074584961,5.453391077591883,5.407673605195748,5.427267074584961,38337.0,0.0,0.0
2018-05-23 00:00:00+03:00,5.420735276325791,5.453390431929527,5.414204120635986,5.414204120635986,52847.0,0.0,0.0
2018-05-24 00:00:00+03:00,5.38807947216511,5.38807947216511,5.322769168818963,5.348893165588379,75268.0,0.0,0.0
2018-05-27 00:00:00+03:00,5.322769422663512,5.420734882354736,5.316238890293625,5.420734882354736,50780.0,0.0,0.0
2018-05-28 00:00:00+03:00,5.420735275686556,5.420735275686556,5.38808012008667,5.38808012008667,51887.0,0.0,0.0
2018-05-29 00:00:00+03:00,5.381548881530762,5.381548881530762,5.381548881530762,5.381548881530762,27294.0,0.0,0.0
2018-05-30 00:00:00+03:00,5.355424404144287,5.355424404144287,5.355424404144287,5.355424404144287,38634.0,0.0,0.0
2018-05-31 00:00:00+03:00,5.322768930134558,5.322768930134558,5.290114402770996,5.290114402770996,55195.0,0.0,0.0
