Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-11 00:00:00+03:00,23.290363311767578,23.290363311767578,23.290363311767578,23.290363311767578,42118334.0,0.0,0.0
2019-12-12 00:00:00+03:00,25.606168286959267,25.606168286959267,23.81969205474868,24.349018096923828,556261883.0,0.0,0.0
2019-12-15 00:00:00+03:00,24.54751720728715,24.812180239206825,24.349019093477906,24.746013641357422,108184209.0,0.0,0.0
2019-12-16 00:00:00+03:00,24.812177458144347,25.2091719615269,24.812177458144347,25.14300537109375,116571298.0,0.0,0.0
2019-12-17 00:00:00+03:00,25.176090568195736,25.24225548168117,24.812178504809275,24.97759246826172,156939470.0,0.0,0.0
2019-12-18 00:00:00+03:00,24.812176244113704,24.878341151570698,24.28285026550293,24.28285026550293,92204883.0,0.0,0.0
2019-12-19 00:00:00+03:00,24.282851781198836,24.315934236992288,23.488861083984375,23.488861083984375,118932217.0,0.0,0.0
2019-12-22 00:00:00+03:00,23.5550275709637,23.62119416671472,23.091868119662234,23.356531143188477,43680969.0,0.0,0.0
2019-12-23 00:00:00+03:00,23.356528693749443,23.58810923498339,23.323446239212803,23.555025100708008,38607899.0,0.0,0.0
2019-12-24 00:00:00+03:00,23.588106961431848,23.621189412779817,23.356526442518906,23.422691345214844,24402772.0,0.0,0.0
2019-12-25 00:00:00+03:00,23.422694816509853,23.422694816509853,23.224198399265855,23.290363311767578,14930010.0,0.0,0.0
2019-12-26 00:00:00+03:00,23.257280694052415,23.389612197875977,23.191115782010044,23.389612197875977,15249566.0,0.0,0.0
2019-12-29 00:00:00+03:00,23.356526442518906,23.621189412779817,23.356526442518906,23.422691345214844,25263359.0,0.0,0.0
2019-12-30 00:00:00+03:00,23.422692386212894,23.455776518769834,23.257278442382812,23.257278442382812,14461834.0,0.0,0.0
2019-12-31 00:00:00+03:00,23.257283488768866,23.323450088500977,23.19111856877577,23.323450088500977,17966049.0,0.0,0.0
2020-01-01 00:00:00+03:00,23.32344643186376,23.32344643186376,23.191114932885416,23.224197387695312,9369076.0,0.0,0.0
2020-01-02 00:00:00+03:00,23.224195989564528,23.32344502775804,23.191113536746244,23.257278442382812,12573818.0,0.0,0.0
2020-01-05 00:00:00+03:00,23.158035795148688,23.158035795148688,22.827206160446607,22.860288619995117,27763037.0,0.0,0.0
2020-01-06 00:00:00+03:00,22.82720375061035,22.86028620666639,22.529456606889532,22.82720375061035,25742019.0,0.0,0.0
